INSERT INTO City (Name) 
VALUES
('Zagreb'),
('Split'),
('Rijeka'),
('Osijek'),
('Zadar'),
('Dubrovnik'),
('Pula'),
('Šibenik'),
('Varaždin'),
('Karlovac'),
('Berlin'),
('Munchen'),
('Hamburg'),
('Frankfurt'),
('Köln');

insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Bistro Riverside', 15, 6, '10:30:00', '23:30:00', true);
insert into onsite (orderid, waiterid) values (627, 904);
insert into onsite (orderid, waiterid) values (295, 531);
insert into onsite (orderid, waiterid) values (242, 745);
insert into onsite (orderid, waiterid) values (755, 543);
insert into onsite (orderid, waiterid) values (909, 771);
insert into onsite (orderid, waiterid) values (801, 647);
insert into onsite (orderid, waiterid) values (207, 810);
insert into onsite (orderid, waiterid) values (802, 616);
insert into onsite (orderid, waiterid) values (11, 852);
insert into onsite (orderid, waiterid) values (297, 605);
insert into onsite (orderid, waiterid) values (902, 956);
insert into onsite (orderid, waiterid) values (981, 551);
insert into onsite (orderid, waiterid) values (718, 776);
insert into onsite (orderid, waiterid) values (972, 591);
insert into onsite (orderid, waiterid) values (373, 932);
insert into onsite (orderid, waiterid) values (393, 874);
insert into onsite (orderid, waiterid) values (766, 671);
insert into onsite (orderid, waiterid) values (193, 747);
insert into onsite (orderid, waiterid) values (946, 973);
insert into onsite (orderid, waiterid) values (911, 704);
insert into onsite (orderid, waiterid) values (274, 559);
insert into onsite (orderid, waiterid) values (64, 540);
insert into onsite (orderid, waiterid) values (261, 607);
insert into onsite (orderid, waiterid) values (38, 917);
insert into onsite (orderid, waiterid) values (454, 797);
insert into onsite (orderid, waiterid) values (978, 630);
insert into onsite (orderid, waiterid) values (542, 565);
insert into onsite (orderid, waiterid) values (26, 638);
insert into onsite (orderid, waiterid) values (774, 697);
insert into onsite (orderid, waiterid) values (917, 952);
insert into onsite (orderid, waiterid) values (153, 660);
insert into onsite (orderid, waiterid) values (180, 594);
insert into onsite (orderid, waiterid) values (712, 703);
insert into onsite (orderid, waiterid) values (364, 645);
insert into onsite (orderid, waiterid) values (522, 854);
insert into onsite (orderid, waiterid) values (223, 828);
insert into onsite (orderid, waiterid) values (405, 741);
insert into onsite (orderid, waiterid) values (449, 678);
insert into onsite (orderid, waiterid) values (641, 762);
insert into onsite (orderid, waiterid) values (948, 901);
insert into onsite (orderid, waiterid) values (948, 923);
insert into onsite (orderid, waiterid) values (594, 660);
insert into onsite (orderid, waiterid) values (210, 863);
insert into onsite (orderid, waiterid) values (353, 612);
insert into onsite (orderid, waiterid) values (876, 522);
insert into onsite (orderid, waiterid) values (166, 658);
insert into onsite (orderid, waiterid) values (818, 939);
insert into onsite (orderid, waiterid) values (239, 785);
insert into onsite (orderid, waiterid) values (427, 863);
insert into onsite (orderid, waiterid) values (420, 766);
insert into onsite (orderid, waiterid) values (703, 660);
insert into onsite (orderid, waiterid) values (740, 755);
insert into onsite (orderid, waiterid) values (105, 621);
insert into onsite (orderid, waiterid) values (272, 592);
insert into onsite (orderid, waiterid) values (142, 828);
insert into onsite (orderid, waiterid) values (466, 740);
insert into onsite (orderid, waiterid) values (132, 823);
insert into onsite (orderid, waiterid) values (286, 778);
insert into onsite (orderid, waiterid) values (343, 782);
insert into onsite (orderid, waiterid) values (878, 778);
insert into onsite (orderid, waiterid) values (498, 828);
insert into onsite (orderid, waiterid) values (300, 940);
insert into onsite (orderid, waiterid) values (178, 512);
insert into onsite (orderid, waiterid) values (370, 661);
insert into onsite (orderid, waiterid) values (154, 631);
insert into onsite (orderid, waiterid) values (475, 923);
insert into onsite (orderid, waiterid) values (119, 653);
insert into onsite (orderid, waiterid) values (869, 886);
insert into onsite (orderid, waiterid) values (113, 657);
insert into onsite (orderid, waiterid) values (753, 615);
insert into onsite (orderid, waiterid) values (471, 958);
insert into onsite (orderid, waiterid) values (23, 784);
insert into onsite (orderid, waiterid) values (181, 523);
insert into onsite (orderid, waiterid) values (884, 716);
insert into onsite (orderid, waiterid) values (804, 784);
insert into onsite (orderid, waiterid) values (594, 702);
insert into onsite (orderid, waiterid) values (402, 771);
insert into onsite (orderid, waiterid) values (641, 922);
insert into onsite (orderid, waiterid) values (324, 819);
insert into onsite (orderid, waiterid) values (271, 691);
insert into onsite (orderid, waiterid) values (964, 933);
insert into onsite (orderid, waiterid) values (695, 775);
insert into onsite (orderid, waiterid) values (961, 537);
insert into onsite (orderid, waiterid) values (754, 958);
insert into onsite (orderid, waiterid) values (992, 560);
insert into onsite (orderid, waiterid) values (323, 546);
insert into onsite (orderid, waiterid) values (656, 567);
insert into onsite (orderid, waiterid) values (161, 690);
insert into onsite (orderid, waiterid) values (88, 810);
insert into onsite (orderid, waiterid) values (456, 924);
insert into onsite (orderid, waiterid) values (316, 906);
insert into onsite (orderid, waiterid) values (917, 768);
insert into onsite (orderid, waiterid) values (23, 760);
insert into onsite (orderid, waiterid) values (926, 571);
insert into onsite (orderid, waiterid) values (957, 598);
insert into onsite (orderid, waiterid) values (750, 611);
insert into onsite (orderid, waiterid) values (798, 783);
insert into onsite (orderid, waiterid) values (639, 622);
insert into onsite (orderid, waiterid) values (514, 858);
insert into onsite (orderid, waiterid) values (954, 846);
insert into onsite (orderid, waiterid) values (435, 812);
insert into onsite (orderid, waiterid) values (822, 606);
insert into onsite (orderid, waiterid) values (248, 741);
insert into onsite (orderid, waiterid) values (521, 592);
insert into onsite (orderid, waiterid) values (764, 767);
insert into onsite (orderid, waiterid) values (277, 686);
insert into onsite (orderid, waiterid) values (110, 754);
insert into onsite (orderid, waiterid) values (687, 903);
insert into onsite (orderid, waiterid) values (542, 646);
insert into onsite (orderid, waiterid) values (69, 676);
insert into onsite (orderid, waiterid) values (375, 544);
insert into onsite (orderid, waiterid) values (191, 572);
insert into onsite (orderid, waiterid) values (989, 719);
insert into onsite (orderid, waiterid) values (451, 750);
insert into onsite (orderid, waiterid) values (45, 658);
insert into onsite (orderid, waiterid) values (982, 550);
insert into onsite (orderid, waiterid) values (791, 914);
insert into onsite (orderid, waiterid) values (355, 725);
insert into onsite (orderid, waiterid) values (453, 539);
insert into onsite (orderid, waiterid) values (929, 752);
insert into onsite (orderid, waiterid) values (988, 578);
insert into onsite (orderid, waiterid) values (934, 835);
insert into onsite (orderid, waiterid) values (429, 976);
insert into onsite (orderid, waiterid) values (759, 807);
insert into onsite (orderid, waiterid) values (725, 523);
insert into onsite (orderid, waiterid) values (855, 782);
insert into onsite (orderid, waiterid) values (965, 960);
insert into onsite (orderid, waiterid) values (251, 891);
insert into onsite (orderid, waiterid) values (17, 704);
insert into onsite (orderid, waiterid) values (824, 572);
insert into onsite (orderid, waiterid) values (489, 830);
insert into onsite (orderid, waiterid) values (718, 630);
insert into onsite (orderid, waiterid) values (445, 862);
insert into onsite (orderid, waiterid) values (839, 804);
insert into onsite (orderid, waiterid) values (656, 618);
insert into onsite (orderid, waiterid) values (272, 602);
insert into onsite (orderid, waiterid) values (452, 570);
insert into onsite (orderid, waiterid) values (943, 575);
insert into onsite (orderid, waiterid) values (855, 909);
insert into onsite (orderid, waiterid) values (790, 865);
insert into onsite (orderid, waiterid) values (415, 952);
insert into onsite (orderid, waiterid) values (310, 934);
insert into onsite (orderid, waiterid) values (701, 539);
insert into onsite (orderid, waiterid) values (231, 689);
insert into onsite (orderid, waiterid) values (615, 542);
insert into onsite (orderid, waiterid) values (857, 933);
insert into onsite (orderid, waiterid) values (703, 645);
insert into onsite (orderid, waiterid) values (247, 907);
insert into onsite (orderid, waiterid) values (989, 870);
insert into onsite (orderid, waiterid) values (202, 848);
insert into onsite (orderid, waiterid) values (584, 858);
insert into onsite (orderid, waiterid) values (480, 871);
insert into onsite (orderid, waiterid) values (51, 802);
insert into onsite (orderid, waiterid) values (961, 672);
insert into onsite (orderid, waiterid) values (336, 827);
insert into onsite (orderid, waiterid) values (675, 542);
insert into onsite (orderid, waiterid) values (128, 845);
insert into onsite (orderid, waiterid) values (492, 793);
insert into onsite (orderid, waiterid) values (799, 737);
insert into onsite (orderid, waiterid) values (746, 735);
insert into onsite (orderid, waiterid) values (220, 545);
insert into onsite (orderid, waiterid) values (113, 624);
insert into onsite (orderid, waiterid) values (856, 713);
insert into onsite (orderid, waiterid) values (38, 766);
insert into onsite (orderid, waiterid) values (197, 721);
insert into onsite (orderid, waiterid) values (217, 762);
insert into onsite (orderid, waiterid) values (291, 968);
insert into onsite (orderid, waiterid) values (960, 739);
insert into onsite (orderid, waiterid) values (803, 558);
insert into onsite (orderid, waiterid) values (750, 698);
insert into onsite (orderid, waiterid) values (581, 904);
insert into onsite (orderid, waiterid) values (548, 625);
insert into onsite (orderid, waiterid) values (556, 893);
insert into onsite (orderid, waiterid) values (85, 811);
insert into onsite (orderid, waiterid) values (602, 694);
insert into onsite (orderid, waiterid) values (408, 608);
insert into onsite (orderid, waiterid) values (623, 836);
insert into onsite (orderid, waiterid) values (479, 797);
insert into onsite (orderid, waiterid) values (818, 958);
insert into onsite (orderid, waiterid) values (437, 782);
insert into onsite (orderid, waiterid) values (66, 921);
insert into onsite (orderid, waiterid) values (722, 549);
insert into onsite (orderid, waiterid) values (511, 748);
insert into onsite (orderid, waiterid) values (111, 639);
insert into onsite (orderid, waiterid) values (586, 835);
insert into onsite (orderid, waiterid) values (382, 931);
insert into onsite (orderid, waiterid) values (582, 979);
insert into onsite (orderid, waiterid) values (124, 566);
insert into onsite (orderid, waiterid) values (381, 915);
insert into onsite (orderid, waiterid) values (924, 667);
insert into onsite (orderid, waiterid) values (346, 802);
insert into onsite (orderid, waiterid) values (774, 632);
insert into onsite (orderid, waiterid) values (858, 515);
insert into onsite (orderid, waiterid) values (224, 566);
insert into onsite (orderid, waiterid) values (111, 951);
insert into onsite (orderid, waiterid) values (848, 707);
insert into onsite (orderid, waiterid) values (941, 882);
insert into onsite (orderid, waiterid) values (331, 576);
insert into onsite (orderid, waiterid) values (176, 630);
insert into onsite (orderid, waiterid) values (458, 556);
insert into onsite (orderid, waiterid) values (121, 520);
insert into onsite (orderid, waiterid) values (407, 602);
insert into onsite (orderid, waiterid) values (453, 568);
insert into onsite (orderid, waiterid) values (702, 797);
insert into onsite (orderid, waiterid) values (424, 511);
insert into onsite (orderid, waiterid) values (870, 875);
insert into onsite (orderid, waiterid) values (953, 844);
insert into onsite (orderid, waiterid) values (915, 847);
insert into onsite (orderid, waiterid) values (435, 829);
insert into onsite (orderid, waiterid) values (130, 599);
insert into onsite (orderid, waiterid) values (670, 730);
insert into onsite (orderid, waiterid) values (887, 780);
insert into onsite (orderid, waiterid) values (742, 969);
insert into onsite (orderid, waiterid) values (669, 546);
insert into onsite (orderid, waiterid) values (84, 820);
insert into onsite (orderid, waiterid) values (414, 926);
insert into onsite (orderid, waiterid) values (114, 757);
insert into onsite (orderid, waiterid) values (831, 837);
insert into onsite (orderid, waiterid) values (763, 971);
insert into onsite (orderid, waiterid) values (247, 647);
insert into onsite (orderid, waiterid) values (840, 847);
insert into onsite (orderid, waiterid) values (983, 738);
insert into onsite (orderid, waiterid) values (351, 873);
insert into onsite (orderid, waiterid) values (293, 572);
insert into onsite (orderid, waiterid) values (799, 586);
insert into onsite (orderid, waiterid) values (36, 914);
insert into onsite (orderid, waiterid) values (518, 908);
insert into onsite (orderid, waiterid) values (401, 955);
insert into onsite (orderid, waiterid) values (632, 704);
insert into onsite (orderid, waiterid) values (128, 518);
insert into onsite (orderid, waiterid) values (49, 796);
insert into onsite (orderid, waiterid) values (321, 845);
insert into onsite (orderid, waiterid) values (105, 907);
insert into onsite (orderid, waiterid) values (665, 503);
insert into onsite (orderid, waiterid) values (521, 923);
insert into onsite (orderid, waiterid) values (890, 963);
insert into onsite (orderid, waiterid) values (455, 613);
insert into onsite (orderid, waiterid) values (464, 577);
insert into onsite (orderid, waiterid) values (742, 539);
insert into onsite (orderid, waiterid) values (832, 581);
insert into onsite (orderid, waiterid) values (95, 735);
insert into onsite (orderid, waiterid) values (387, 721);
insert into onsite (orderid, waiterid) values (920, 506);
insert into onsite (orderid, waiterid) values (942, 916);
insert into onsite (orderid, waiterid) values (714, 609);
insert into onsite (orderid, waiterid) values (342, 903);
insert into onsite (orderid, waiterid) values (474, 600);
insert into onsite (orderid, waiterid) values (297, 556);
insert into onsite (orderid, waiterid) values (334, 757);
insert into onsite (orderid, waiterid) values (865, 561);
insert into onsite (orderid, waiterid) values (726, 513);
insert into onsite (orderid, waiterid) values (215, 679);
insert into onsite (orderid, waiterid) values (310, 819);
insert into onsite (orderid, waiterid) values (426, 589);
insert into onsite (orderid, waiterid) values (217, 727);
insert into onsite (orderid, waiterid) values (33, 675);
insert into onsite (orderid, waiterid) values (865, 915);
insert into onsite (orderid, waiterid) values (660, 955);
insert into onsite (orderid, waiterid) values (565, 527);
insert into onsite (orderid, waiterid) values (237, 526);
insert into onsite (orderid, waiterid) values (18, 773);
insert into onsite (orderid, waiterid) values (140, 877);
insert into onsite (orderid, waiterid) values (370, 967);
insert into onsite (orderid, waiterid) values (314, 961);
insert into onsite (orderid, waiterid) values (212, 571);
insert into onsite (orderid, waiterid) values (95, 586);
insert into onsite (orderid, waiterid) values (989, 760);
insert into onsite (orderid, waiterid) values (607, 612);
insert into onsite (orderid, waiterid) values (799, 774);
insert into onsite (orderid, waiterid) values (778, 923);
insert into onsite (orderid, waiterid) values (201, 825);
insert into onsite (orderid, waiterid) values (565, 721);
insert into onsite (orderid, waiterid) values (538, 529);
insert into onsite (orderid, waiterid) values (742, 540);
insert into onsite (orderid, waiterid) values (560, 846);
insert into onsite (orderid, waiterid) values (3, 515);
insert into onsite (orderid, waiterid) values (133, 674);
insert into onsite (orderid, waiterid) values (702, 810);
insert into onsite (orderid, waiterid) values (457, 738);
insert into onsite (orderid, waiterid) values (914, 612);
insert into onsite (orderid, waiterid) values (350, 605);
insert into onsite (orderid, waiterid) values (271, 631);
insert into onsite (orderid, waiterid) values (213, 679);
insert into onsite (orderid, waiterid) values (707, 586);
insert into onsite (orderid, waiterid) values (790, 588);
insert into onsite (orderid, waiterid) values (982, 936);
insert into onsite (orderid, waiterid) values (528, 973);
insert into onsite (orderid, waiterid) values (380, 859);
insert into onsite (orderid, waiterid) values (250, 868);
insert into onsite (orderid, waiterid) values (553, 518);
insert into onsite (orderid, waiterid) values (642, 952);
insert into onsite (orderid, waiterid) values (484, 817);
insert into onsite (orderid, waiterid) values (436, 545);
insert into onsite (orderid, waiterid) values (278, 861);
insert into onsite (orderid, waiterid) values (673, 588);
insert into onsite (orderid, waiterid) values (684, 736);
insert into onsite (orderid, waiterid) values (420, 877);
insert into onsite (orderid, waiterid) values (898, 539);
insert into onsite (orderid, waiterid) values (794, 684);
insert into onsite (orderid, waiterid) values (400, 794);
insert into onsite (orderid, waiterid) values (323, 660);
insert into onsite (orderid, waiterid) values (605, 651);
insert into onsite (orderid, waiterid) values (145, 529);
insert into onsite (orderid, waiterid) values (951, 661);
insert into onsite (orderid, waiterid) values (556, 546);
insert into onsite (orderid, waiterid) values (871, 893);
insert into onsite (orderid, waiterid) values (407, 568);
insert into onsite (orderid, waiterid) values (595, 501);
insert into onsite (orderid, waiterid) values (756, 776);
insert into onsite (orderid, waiterid) values (62, 628);
insert into onsite (orderid, waiterid) values (844, 551);
insert into onsite (orderid, waiterid) values (204, 501);
insert into onsite (orderid, waiterid) values (6, 863);
insert into onsite (orderid, waiterid) values (873, 643);
insert into onsite (orderid, waiterid) values (976, 787);
insert into onsite (orderid, waiterid) values (10, 789);
insert into onsite (orderid, waiterid) values (870, 759);
insert into onsite (orderid, waiterid) values (148, 937);
insert into onsite (orderid, waiterid) values (800, 655);
insert into onsite (orderid, waiterid) values (831, 708);
insert into onsite (orderid, waiterid) values (251, 564);
insert into onsite (orderid, waiterid) values (136, 852);
insert into onsite (orderid, waiterid) values (352, 574);
insert into onsite (orderid, waiterid) values (57, 584);
insert into onsite (orderid, waiterid) values (776, 737);
insert into onsite (orderid, waiterid) values (545, 966);
insert into onsite (orderid, waiterid) values (302, 839);
insert into onsite (orderid, waiterid) values (709, 846);
insert into onsite (orderid, waiterid) values (187, 572);
insert into onsite (orderid, waiterid) values (139, 653);
insert into onsite (orderid, waiterid) values (44, 566);
insert into onsite (orderid, waiterid) values (241, 925);
insert into onsite (orderid, waiterid) values (438, 883);
insert into onsite (orderid, waiterid) values (768, 638);
insert into onsite (orderid, waiterid) values (118, 625);
insert into onsite (orderid, waiterid) values (852, 863);
insert into onsite (orderid, waiterid) values (213, 866);
insert into onsite (orderid, waiterid) values (144, 741);
insert into onsite (orderid, waiterid) values (177, 590);
insert into onsite (orderid, waiterid) values (635, 948);
insert into onsite (orderid, waiterid) values (604, 545);
insert into onsite (orderid, waiterid) values (895, 686);
insert into onsite (orderid, waiterid) values (773, 810);
insert into onsite (orderid, waiterid) values (143, 718);
insert into onsite (orderid, waiterid) values (120, 752);
insert into onsite (orderid, waiterid) values (319, 500);
insert into onsite (orderid, waiterid) values (546, 977);
insert into onsite (orderid, waiterid) values (464, 917);
insert into onsite (orderid, waiterid) values (132, 720);
insert into onsite (orderid, waiterid) values (740, 856);
insert into onsite (orderid, waiterid) values (208, 686);
insert into onsite (orderid, waiterid) values (548, 611);
insert into onsite (orderid, waiterid) values (405, 589);
insert into onsite (orderid, waiterid) values (761, 705);
insert into onsite (orderid, waiterid) values (413, 856);
insert into onsite (orderid, waiterid) values (234, 607);
insert into onsite (orderid, waiterid) values (882, 645);
insert into onsite (orderid, waiterid) values (307, 960);
insert into onsite (orderid, waiterid) values (993, 811);
insert into onsite (orderid, waiterid) values (457, 741);
insert into onsite (orderid, waiterid) values (415, 592);
insert into onsite (orderid, waiterid) values (574, 929);
insert into onsite (orderid, waiterid) values (530, 859);
insert into onsite (orderid, waiterid) values (715, 783);
insert into onsite (orderid, waiterid) values (173, 568);
insert into onsite (orderid, waiterid) values (641, 804);
insert into onsite (orderid, waiterid) values (824, 500);
insert into onsite (orderid, waiterid) values (125, 725);
insert into onsite (orderid, waiterid) values (663, 935);
insert into onsite (orderid, waiterid) values (517, 937);
insert into onsite (orderid, waiterid) values (837, 751);
insert into onsite (orderid, waiterid) values (790, 697);
insert into onsite (orderid, waiterid) values (527, 634);
insert into onsite (orderid, waiterid) values (122, 856);
insert into onsite (orderid, waiterid) values (427, 871);
insert into onsite (orderid, waiterid) values (132, 527);
insert into onsite (orderid, waiterid) values (508, 610);
insert into onsite (orderid, waiterid) values (5, 570);
insert into onsite (orderid, waiterid) values (655, 617);
insert into onsite (orderid, waiterid) values (932, 819);
insert into onsite (orderid, waiterid) values (61, 772);
insert into onsite (orderid, waiterid) values (353, 572);
insert into onsite (orderid, waiterid) values (855, 631);
insert into onsite (orderid, waiterid) values (840, 690);
insert into onsite (orderid, waiterid) values (956, 830);
insert into onsite (orderid, waiterid) values (271, 915);
insert into onsite (orderid, waiterid) values (957, 759);
insert into onsite (orderid, waiterid) values (399, 652);
insert into onsite (orderid, waiterid) values (228, 894);
insert into onsite (orderid, waiterid) values (429, 849);
insert into onsite (orderid, waiterid) values (925, 867);
insert into onsite (orderid, waiterid) values (751, 761);
insert into onsite (orderid, waiterid) values (187, 962);
insert into onsite (orderid, waiterid) values (880, 785);
insert into onsite (orderid, waiterid) values (936, 727);
insert into onsite (orderid, waiterid) values (597, 678);
insert into onsite (orderid, waiterid) values (910, 896);
insert into onsite (orderid, waiterid) values (344, 658);
insert into onsite (orderid, waiterid) values (534, 934);
insert into onsite (orderid, waiterid) values (656, 945);
insert into onsite (orderid, waiterid) values (316, 604);
insert into onsite (orderid, waiterid) values (718, 908);
insert into onsite (orderid, waiterid) values (504, 640);
insert into onsite (orderid, waiterid) values (928, 947);
insert into onsite (orderid, waiterid) values (529, 936);
insert into onsite (orderid, waiterid) values (994, 627);
insert into onsite (orderid, waiterid) values (301, 639);
insert into onsite (orderid, waiterid) values (524, 755);
insert into onsite (orderid, waiterid) values (655, 917);
insert into onsite (orderid, waiterid) values (272, 708);
insert into onsite (orderid, waiterid) values (323, 854);
insert into onsite (orderid, waiterid) values (326, 830);
insert into onsite (orderid, waiterid) values (442, 978);
insert into onsite (orderid, waiterid) values (502, 937);
insert into onsite (orderid, waiterid) values (952, 710);
insert into onsite (orderid, waiterid) values (676, 879);
insert into onsite (orderid, waiterid) values (604, 610);
insert into onsite (orderid, waiterid) values (922, 911);
insert into onsite (orderid, waiterid) values (693, 834);
insert into onsite (orderid, waiterid) values (47, 942);
insert into onsite (orderid, waiterid) values (612, 565);
insert into onsite (orderid, waiterid) values (849, 624);
insert into onsite (orderid, waiterid) values (212, 597);
insert into onsite (orderid, waiterid) values (477, 829);
insert into onsite (orderid, waiterid) values (322, 527);
insert into onsite (orderid, waiterid) values (195, 892);
insert into onsite (orderid, waiterid) values (907, 645);
insert into onsite (orderid, waiterid) values (657, 521);
insert into onsite (orderid, waiterid) values (590, 950);
insert into onsite (orderid, waiterid) values (949, 922);
insert into onsite (orderid, waiterid) values (382, 828);
insert into onsite (orderid, waiterid) values (758, 921);
insert into onsite (orderid, waiterid) values (904, 577);
insert into onsite (orderid, waiterid) values (507, 621);
insert into onsite (orderid, waiterid) values (332, 657);
insert into onsite (orderid, waiterid) values (541, 605);
insert into onsite (orderid, waiterid) values (417, 686);
insert into onsite (orderid, waiterid) values (836, 979);
insert into onsite (orderid, waiterid) values (776, 672);
insert into onsite (orderid, waiterid) values (866, 714);
insert into onsite (orderid, waiterid) values (799, 580);
insert into onsite (orderid, waiterid) values (942, 580);
insert into onsite (orderid, waiterid) values (214, 763);
insert into onsite (orderid, waiterid) values (721, 762);
insert into onsite (orderid, waiterid) values (730, 658);
insert into onsite (orderid, waiterid) values (852, 941);
insert into onsite (orderid, waiterid) values (109, 525);
insert into onsite (orderid, waiterid) values (812, 760);
insert into onsite (orderid, waiterid) values (89, 565);
insert into onsite (orderid, waiterid) values (762, 730);
insert into onsite (orderid, waiterid) values (368, 500);
insert into onsite (orderid, waiterid) values (330, 937);
insert into onsite (orderid, waiterid) values (608, 906);
insert into onsite (orderid, waiterid) values (654, 742);
insert into onsite (orderid, waiterid) values (507, 885);
insert into onsite (orderid, waiterid) values (895, 731);
insert into onsite (orderid, waiterid) values (658, 688);
insert into onsite (orderid, waiterid) values (252, 936);
insert into onsite (orderid, waiterid) values (378, 562);
insert into onsite (orderid, waiterid) values (489, 506);
insert into onsite (orderid, waiterid) values (30, 620);
insert into onsite (orderid, waiterid) values (826, 911);
insert into onsite (orderid, waiterid) values (15, 603);
insert into onsite (orderid, waiterid) values (898, 902);
insert into onsite (orderid, waiterid) values (917, 922);
insert into onsite (orderid, waiterid) values (314, 517);
insert into onsite (orderid, waiterid) values (341, 732);
insert into onsite (orderid, waiterid) values (472, 961);
insert into onsite (orderid, waiterid) values (60, 926);
insert into onsite (orderid, waiterid) values (535, 588);
insert into onsite (orderid, waiterid) values (935, 788);
insert into onsite (orderid, waiterid) values (199, 895);
insert into onsite (orderid, waiterid) values (633, 720);
insert into onsite (orderid, waiterid) values (681, 641);
insert into onsite (orderid, waiterid) values (652, 535);
insert into onsite (orderid, waiterid) values (93, 838);
insert into onsite (orderid, waiterid) values (339, 626);
insert into onsite (orderid, waiterid) values (683, 572);
insert into onsite (orderid, waiterid) values (46, 759);
insert into onsite (orderid, waiterid) values (669, 649);
insert into onsite (orderid, waiterid) values (859, 821);
insert into onsite (orderid, waiterid) values (497, 603);
insert into onsite (orderid, waiterid) values (592, 609);
insert into onsite (orderid, waiterid) values (229, 550);
insert into onsite (orderid, waiterid) values (873, 626);
insert into onsite (orderid, waiterid) values (214, 747);
insert into onsite (orderid, waiterid) values (973, 940);
insert into onsite (orderid, waiterid) values (740, 741);
insert into onsite (orderid, waiterid) values (79, 650);
insert into onsite (orderid, waiterid) values (983, 510);
insert into onsite (orderid, waiterid) values (107, 877);
insert into onsite (orderid, waiterid) values (383, 520);
insert into onsite (orderid, waiterid) values (340, 914);
insert into onsite (orderid, waiterid) values (845, 803);
insert into onsite (orderid, waiterid) values (843, 504);
insert into onsite (orderid, waiterid) values (985, 589);
insert into onsite (orderid, waiterid) values (370, 876);
insert into onsite (orderid, waiterid) values (396, 967);
insert into onsite (orderid, waiterid) values (179, 866);
insert into onsite (orderid, waiterid) values (481, 757);
insert into onsite (orderid, waiterid) values (408, 668);
insert into onsite (orderid, waiterid) values (545, 762);
insert into onsite (orderid, waiterid) values (929, 648);
insert into onsite (orderid, waiterid) values (201, 578);
insert into onsite (orderid, waiterid) values (163, 917);
insert into onsite (orderid, waiterid) values (839, 566);
insert into onsite (orderid, waiterid) values (788, 618);
insert into onsite (orderid, waiterid) values (617, 902);
insert into onsite (orderid, waiterid) values (564, 702);
insert into onsite (orderid, waiterid) values (532, 676);
insert into onsite (orderid, waiterid) values (908, 894);
insert into onsite (orderid, waiterid) values (426, 776);
insert into onsite (orderid, waiterid) values (353, 554);
insert into onsite (orderid, waiterid) values (262, 843);
insert into onsite (orderid, waiterid) values (819, 542);
insert into onsite (orderid, waiterid) values (340, 715);
insert into onsite (orderid, waiterid) values (145, 508);
insert into onsite (orderid, waiterid) values (430, 887);
insert into onsite (orderid, waiterid) values (568, 770);
insert into onsite (orderid, waiterid) values (273, 566);
insert into onsite (orderid, waiterid) values (845, 527);
insert into onsite (orderid, waiterid) values (56, 831);
insert into onsite (orderid, waiterid) values (671, 651);
insert into onsite (orderid, waiterid) values (309, 970);
insert into onsite (orderid, waiterid) values (461, 593);
insert into onsite (orderid, waiterid) values (784, 797);
insert into onsite (orderid, waiterid) values (758, 557);
insert into onsite (orderid, waiterid) values (39, 792);
insert into onsite (orderid, waiterid) values (747, 897);
insert into onsite (orderid, waiterid) values (24, 507);
insert into onsite (orderid, waiterid) values (502, 622);
insert into onsite (orderid, waiterid) values (772, 605);
insert into onsite (orderid, waiterid) values (553, 878);
insert into onsite (orderid, waiterid) values (832, 561);
insert into onsite (orderid, waiterid) values (343, 826);
insert into onsite (orderid, waiterid) values (369, 518);
insert into onsite (orderid, waiterid) values (469, 974);
insert into onsite (orderid, waiterid) values (25, 514);
insert into onsite (orderid, waiterid) values (397, 790);
insert into onsite (orderid, waiterid) values (805, 720);
insert into onsite (orderid, waiterid) values (613, 853);
insert into onsite (orderid, waiterid) values (680, 550);
insert into onsite (orderid, waiterid) values (122, 813);
insert into onsite (orderid, waiterid) values (803, 907);
insert into onsite (orderid, waiterid) values (443, 620);
insert into onsite (orderid, waiterid) values (31, 909);
insert into onsite (orderid, waiterid) values (967, 707);
insert into onsite (orderid, waiterid) values (531, 904);
insert into onsite (orderid, waiterid) values (20, 761);
insert into onsite (orderid, waiterid) values (74, 718);
insert into onsite (orderid, waiterid) values (243, 548);
insert into onsite (orderid, waiterid) values (332, 506);
insert into onsite (orderid, waiterid) values (189, 918);
insert into onsite (orderid, waiterid) values (179, 792);
insert into onsite (orderid, waiterid) values (117, 695);
insert into onsite (orderid, waiterid) values (526, 929);
insert into onsite (orderid, waiterid) values (788, 694);
insert into onsite (orderid, waiterid) values (797, 764);
insert into onsite (orderid, waiterid) values (690, 512);
insert into onsite (orderid, waiterid) values (166, 904);
insert into onsite (orderid, waiterid) values (378, 712);
insert into onsite (orderid, waiterid) values (849, 649);
insert into onsite (orderid, waiterid) values (188, 841);
insert into onsite (orderid, waiterid) values (330, 679);
insert into onsite (orderid, waiterid) values (671, 828);
insert into onsite (orderid, waiterid) values (786, 556);
insert into onsite (orderid, waiterid) values (478, 931);
insert into onsite (orderid, waiterid) values (996, 961);
insert into onsite (orderid, waiterid) values (875, 963);
insert into onsite (orderid, waiterid) values (628, 781);
insert into onsite (orderid, waiterid) values (793, 842);
insert into onsite (orderid, waiterid) values (488, 547);
insert into onsite (orderid, waiterid) values (566, 676);
insert into onsite (orderid, waiterid) values (544, 729);
